score,comments,crossposts,time_in_minutes
29167,550,1,150
26985,461,0,900
48500,4453,10,90
48478,762,21,150
45487,2951,24,780
42428,3104,3,300
42050,772,2,1230
39967,1569,13,960
36854,571,5,1110
29313,1210,1,600
28320,1138,5,840
28059,1301,4,480
109696,1069,62,150
105914,906,12,780
94267,1102,82,1320
93113,381,46,780
88198,645,54,240
87343,728,77,90
87025,479,19,930
83545,484,48,120
81468,533,28,810
80027,261,32,810
8896,188,0,810
3077,99,0,1200
1795,123,23,1260
1749,107,1,210
1618,176,0,660
1547,75,0,1170
1549,78,0,1290
1502,91,0,1110
1506,171,4,150
1446,224,0,1200
5314,158,2,240
5230,327,1,840
5176,219,1,810
5120,193,1,1170
5025,1857,0,780
4962,142,3,1200
4938,92,0,660
4902,95,1,810
4782,301,1,690
4776,84,3,930
22831,3145,6,780
18997,2824,1,660
15894,1835,0,1050
15438,1443,3,930
15272,345,18,780
14731,575,2,720
13514,532,6,660
13441,606,0,360
11420,566,1,780
11409,1313,0,810
17226,1758,0,330
13909,1981,1,960
2892,591,0,1140
2165,509,0,1110
2007,506,0,1200
1391,113,0,1140
1350,84,0,780
1059,497,0,180
1057,395,0,240
1053,244,0,1410
60383,3495,6,240
58431,2012,4,1050
47761,3906,7,900
47020,10209,18,1380
45599,3782,20,780
45001,1963,2,870
44966,6966,10,390
44039,902,6,1260
43304,2238,4,1290
40354,6934,15,1230
19258,35,2,810
16891,882,11,1020
16093,585,0,750
11604,212,0,1080
11239,58,0,780
10870,257,5,1350
9304,77,0,1230
9109,73,4,1080
9030,109,0,840
8862,72,0,1260
49459,1207,1,1020
36140,5329,0,90
28346,753,1,1380
25981,3309,0,60
23349,590,0,210
21014,759,0,930
20804,3951,1,180
20305,6314,0,1050
20023,3137,2,750
19611,413,19,270
15220,362,3,1350
6627,954,0,1200
6408,436,0,900
5819,372,0,810
5794,502,0,900
5114,1298,1,990
4665,1000,0,840
4477,636,2,30
4432,481,0,1230
4321,252,2,630
4329,294,6,1410
3526,358,0,1170
3507,455,5,360
3253,646,0,1050
3219,352,0,720
2987,216,2,1290
2922,157,2,1080
2703,141,0,840
2645,130,2,930
2649,368,0,120
165147,4908,38,0
134739,4125,17,1320
132545,3085,15,1050
129513,1970,13,840
119503,1796,9,120
116586,3039,5,1200
113562,2545,27,120
110526,2029,40,1140
107573,1431,14,810
1648,165,1,1140
1177,119,0,600
993,845,0,690
991,68,0,120
955,38,0,150
925,71,0,750
914,10,12,1320
898,54,0,90
880,48,0,810
861,160,1,900
67077,859,7,780
68154,460,6,1110
80521,607,6,450
67100,666,0,720
57993,1675,9,1380
12820,493,7,1410
12611,702,8,1260
8559,395,1,1410
7671,236,0,870
7129,158,2,1140
7006,352,1,1230
6886,307,0,810
6838,364,10,1260
6399,138,1,840
32649,6546,6,870
13378,2341,0,660
12498,399,0,900
10836,874,1,810
10787,589,1,900
10426,337,1,960
9168,151,0,1410
9140,2026,0,270
9074,233,0,780
8970,839,0,1230
46803,1170,2,1380
41944,1657,3,1080
27948,327,1,1050
20575,2228,4,1260
18304,2049,0,1110
18291,920,0,360
15320,1169,0,1320
15225,780,4,1230
15216,574,1,1080
15163,1001,0,240
122864,1073,7,1320
108989,1840,5,1380
97596,6162,2,150
94241,1402,8,60
90706,6294,12,750
90414,1506,15,1170
81951,3343,8,1350
81558,1657,5,1260
80962,3199,1,270
80695,3138,6,1140
22980,656,0,420
7596,95,0,780
6016,550,0,1140
4915,173,0,870
4887,224,0,930
4454,170,0,1200
4440,349,0,720
4441,285,0,930
4398,353,0,960
4397,243,0,870
2369,56,0,480
881,78,0,870
850,57,0,120
844,29,1,780
809,29,2,1320
749,54,1,1290
708,32,0,840
689,77,1,1050
688,37,0,1260
617,62,0,1260
68171,1164,11,1350
65067,942,8,1140
57803,556,7,960
51246,822,7,870
47643,523,2,150
47594,508,6,1110
42359,760,7,1230
42174,426,19,840
41681,476,3,990
40719,685,1,630
31355,334,0,960
5061,453,6,1020
4418,173,0,870
4264,232,0,1080
4254,68,0,360
4021,228,0,930
3965,456,2,1230
3302,386,1,870
3301,448,0,60
3159,269,0,1110
49422,799,19,930
35375,816,1,900
25870,737,1,1350
17761,370,1,960
16452,387,1,1320
14712,180,2,660
14210,364,1,840
14004,342,3,1230
13483,234,3,960
12013,366,1,1410
15301,469,3,90
10955,211,7,1020
10091,298,0,90
8795,319,0,990
8044,694,1,780
7764,229,0,60
6768,417,0,180
6570,126,3,1080
6310,258,2,870
5969,311,0,750
14815,993,0,1380
9116,413,8,1350
6110,487,0,930
4698,787,1,1170
4619,220,3,840
4220,396,1,990
4202,458,1,900
4124,509,0,90
3978,491,1,1170
3587,912,4,900
3005,106,1,900
2692,118,3,810
2409,53,0,150
2372,27,0,1230
2269,118,0,1020
2177,168,1,1230
2055,75,0,1020
2058,76,0,60
1970,141,2,30
1820,86,0,870
1056,932,0,210
1036,1073,0,960
865,141,0,780
716,1443,0,930
590,45,1,720
580,139,0,1080
578,88,0,810
570,260,0,510
557,114,0,1410
532,235,0,150
9772,1103,1,210
2318,439,0,1020
2139,108,0,1080
1844,119,0,1020
1811,57,2,510
1569,119,1,360
1430,85,2,1170
1395,117,0,270
1362,149,1,300
1320,130,1,60
160310,2918,53,750
114008,708,9,870
97431,811,4,840
88331,503,2,30
86357,674,5,870
82638,1327,3,1170
77303,1048,4,840
75845,1369,14,960
75602,527,10,60
75217,370,0,1410
53045,1310,12,810
51035,488,17,60
44669,1559,2,720
41443,350,10,1080
41421,458,13,840
41415,242,21,1260
35875,679,4,1260
35865,405,5,720
34436,935,9,840
34325,379,22,90
49305,861,2,120
29360,712,0,1350
26326,153,2,1050
24160,128,4,120
20786,304,2,30
19788,332,3,780
18366,246,1,1140
18248,124,2,180
16387,225,0,720
14668,183,0,60
17538,198,3,780
13638,419,0,1170
10735,384,0,870
9932,274,0,1230
9063,328,1,690
7391,170,0,990
6066,113,0,870
5506,69,0,1020
5145,103,0,210
4896,67,0,120
121485,5208,19,1020
103477,434,0,60
102992,3421,9,30
85625,1595,8,750
84405,1203,17,750
82158,2581,16,210
81114,1230,19,690
80899,670,18,1170
79813,771,12,840
78893,1995,21,30
1642,115,4,1170
1641,180,0,1380
1489,234,0,840
1480,121,0,1260
1200,42,2,870
1168,94,3,150
1115,59,0,60
1072,87,0,840
1028,576,0,420
1005,35,0,870
13771,1003,0,990
7652,385,0,840
5676,346,0,120
5587,177,0,900
5361,92,0,810
4989,200,0,120
4525,192,0,660
3967,141,0,660
3827,170,0,1020
3435,235,0,120
62016,656,0,1050
41057,1944,2,930
41035,982,0,1200
18049,583,0,930
16572,866,1,1380
16283,232,0,690
11530,1102,0,840
10865,341,0,1320
10851,164,0,1230
10418,334,0,1020
56393,303,3,1020
54341,881,3,690
51297,698,6,840
49846,428,6,1170
49374,339,6,870
46651,774,1,960
46345,316,3,1080
46127,386,1,1080
44960,326,0,1140
42826,231,0,1380
3478,228,0,1200
3373,174,0,990
3116,231,0,90
2919,52,0,1050
2849,77,0,690
2825,276,0,1170
2740,128,0,30
2732,40,0,330
2701,148,0,1170
2677,106,0,300
39190,382,5,1140
38793,539,0,870
29816,627,0,750
24918,300,1,1290
24158,199,0,690
22474,686,0,750
21972,273,0,1290
21709,387,1,120
20475,610,0,960
19955,192,2,840
6215,155,0,690
5962,99,2,1380
5760,131,1,930
5544,127,0,1050
5345,171,1,90
5125,287,0,1080
5052,88,0,1410
5004,97,0,330
4924,66,2,1050
4586,69,0,1110
5175,279,0,1350
4603,1002,2,720
4202,889,0,1260
4013,97,1,150
3968,225,1,180
3733,226,2,810
3657,271,0,780
3514,294,5,1020
3498,983,1,1200
59552,204,0,0
37941,168,2,1110
30911,341,8,1410
27995,423,4,1380
27366,300,0,900
27089,240,2,870
26321,174,0,840
25918,154,0,540
25712,199,1,870
25608,434,0,930
5505,283,0,810
4036,118,0,1050
3890,244,0,1140
3583,58,0,300
3436,61,0,480
3428,180,0,1290
3245,143,0,1320
3104,104,0,1200
3017,176,1,90
2892,63,1,900
736,25,0,1200
724,82,0,1230
696,164,0,0
690,101,0,930
591,69,0,270
535,49,0,1260
515,94,0,1350
497,50,0,60
476,37,0,990
443,126,0,1350
100200,1541,26,30
87633,799,3,780
85281,788,14,990
81452,868,3,1020
80978,789,7,750
80487,1004,42,840
74221,1988,1,960
72783,801,19,0
71575,813,2,960
70348,581,1,930
4781,49,0,30
2414,842,0,1200
2298,370,0,750
2145,124,0,360
2091,86,0,720
1904,95,0,1200
1648,1264,0,1410
1635,105,0,870
1599,54,4,1020
1505,329,0,1320
10452,140,1,690
9928,84,6,690
9901,157,9,150
9525,167,1,1200
8831,206,2,1110
8637,167,1,960
8582,84,1,1140
8575,157,3,690
7790,117,1,240
9249,687,0,930
5910,1002,1,840
5814,942,1,750
5741,343,1,1140
5553,639,1,810
5251,421,1,1050
5181,538,1,900
5061,500,0,960
5040,137,0,1020
4972,651,0,90
19179,381,1,900
18496,762,7,1170
16290,168,7,1410
13596,138,1,1350
12323,287,1,630
11127,373,3,960
10809,242,6,90
10784,84,5,690
10605,254,3,30
10295,177,0,0
5771,308,0,180
1566,38,0,810
1349,50,0,1020
1199,46,0,780
1179,174,0,1200
1038,80,0,1050
1016,124,0,1080
906,171,0,960
25098,774,3,660
5218,69,2,90
5150,355,3,90
4762,185,3,60
4654,219,63,1380
4444,96,4,210
4378,146,37,1260
4125,116,18,1110
4001,97,3,780
3905,194,3,180
25954,4262,3,240
8355,727,1,1230
6789,1670,2,150
5654,1023,1,900
5172,1466,1,180
4784,424,3,720
4761,710,0,1140
4623,1086,0,390
4599,626,0,990
4176,227,0,1350
36371,400,2,300
27089,450,0,810
15663,492,0,1260
14920,408,0,870
12433,539,1,1050
9812,261,0,1200
9800,219,0,60
9371,369,0,1230
9083,198,6,30
8845,3941,1,1350
6393,44,0,780
6181,193,0,930
5349,97,1,960
5185,120,0,1410
5177,178,1,1140
5016,80,0,90
4804,90,0,60
4691,50,3,0
4583,70,0,210
4530,52,0,780
95926,2568,12,780
86755,2728,6,1020
55492,855,10,1050
55142,806,5,990
53327,858,7,0
52768,904,5,0
51968,330,6,1260
51251,5462,7,1320
49778,837,1,510
46134,1260,6,570
13578,199,0,720
13138,908,1,1350
12971,169,3,1050
12456,184,1,960
12363,391,2,1050
12254,708,0,930
12236,618,6,960
11898,102,1,750
11849,423,0,60
11666,154,1,1170
19283,797,0,750
12984,369,0,870
11062,163,3,1140
10937,296,0,1410
10545,285,4,1290
8893,119,1,750
8365,118,1,840
8347,95,0,780
8083,157,0,1020
7711,111,0,900
16420,466,7,750
15410,402,3,870
14574,273,5,750
14078,360,3,1050
13765,275,2,1020
12728,115,4,1200
12291,186,5,1260
11999,175,8,840
11988,366,3,570
11585,234,4,1110
7269,681,0,1020
5551,135,2,1110
4333,188,1,360
3317,126,1,30
3249,241,1,1350
2698,138,0,60
2566,41,0,780
2422,250,1,810
2222,47,2,480
2141,94,0,1410
25662,2608,1,1290
21283,3145,1,1260
20590,1076,3,120
13414,5165,1,1230
12705,2160,11,1290
11366,925,1,150
11335,4547,1,570
11155,598,0,1350
11077,2338,1,1200
10606,1440,8,1080
12111,218,4,780
12051,107,1,1410
11461,119,0,660
10127,111,4,1410
9060,87,2,690
8059,64,2,750
7775,80,2,1170
7681,170,5,930
7632,58,0,660
7199,47,0,750
35049,1846,2,1080
31550,772,1,180
28804,2426,1,750
19757,744,1,930
16092,823,0,840
15870,915,0,0
15442,821,0,690
15082,336,1,900
14086,1282,0,1050
13952,798,0,630
22693,2373,1,1080
14974,2879,0,1320
9880,2107,0,270
9742,3848,0,720
7658,1930,0,1230
6979,2964,1,1290
6851,2955,0,30
6823,1165,0,180
6269,2588,0,30
5769,3438,0,60
55560,2062,11,420
44475,645,5,1170
42374,907,1,720
40126,481,2,1230
37792,1443,6,720
37659,583,3,60
35996,526,2,810
35982,1161,1,810
34364,802,7,510
33974,661,1,780
13447,177,0,1350
10488,109,2,420
10022,195,2,180
9619,263,3,840
9461,122,0,870
8589,219,0,630
8029,107,1,600
5995,86,0,810
5828,108,7,690
5545,133,1,720
73592,318,7,960
10636,397,0,60
4119,67,0,1110
3862,194,0,1290
3315,140,0,720
3257,206,0,990
3146,58,0,960
2814,211,0,150
2561,63,0,60
2563,100,0,570
10113,156,0,870
8585,38,0,0
5492,24,2,1260
4516,24,0,930
4099,15,0,1260
3913,21,0,60
3532,17,0,810
3274,14,1,1170
3233,31,1,360
3216,21,1,540
42673,664,13,90
25635,191,6,270
29095,598,2,780
27002,314,2,900
26946,490,3,30
26345,443,5,0
26177,209,0,360
25145,459,2,510
138060,3118,13,840
112754,2658,20,660
108033,1686,13,1140
106274,1904,6,1050
104013,2103,21,1290
99889,1780,24,1260
97468,1804,9,630
95357,3662,39,690
94870,1694,6,750
94404,2819,0,750
5045,1481,0,1320
4340,1535,1,510
3021,377,0,1050
2732,536,0,1350
2269,803,1,1290
2191,285,1,420
2012,373,2,360
2008,647,0,360
1907,410,0,510
1851,352,0,840
36512,305,3,960
31404,356,11,1200
27904,456,6,630
19456,829,4,1380
18515,234,0,1020
17562,150,1,1020
15394,161,2,750
13901,196,0,810
13266,107,4,750
49528,756,12,960
35859,1398,4,1170
26613,372,30,1140
26113,117,1,1230
25977,534,0,1230
23411,425,2,750
23261,446,2,810
22258,562,9,180
19274,1019,0,0
18702,285,5,570
3554,39,0,990
3431,60,0,810
3289,47,1,450
3264,29,2,720
3238,39,0,660
3198,98,3,870
3116,22,2,690
3088,57,0,1140
2958,65,3,990
2924,14,3,330
50036,1411,35,1020
46197,852,15,60
42961,1063,29,630
38691,897,13,810
38626,464,11,1350
38073,638,6,450
36261,545,7,780
34955,958,10,930
29875,202,7,990
8588,1157,27,930
7774,733,2,510
6984,1154,0,1050
5330,981,0,0
4813,489,4,600
3414,455,0,630
3290,144,0,1020
3134,225,0,720
2921,548,0,60
2594,185,1,1200
93514,7018,16,450
82821,659,23,1260
75352,953,6,870
72987,1817,10,750
72400,1977,42,540
61393,3049,22,1260
59141,1918,26,630
57247,1673,29,1140
55911,4431,29,870
51912,2466,12,750
1896,41,3,900
1881,60,0,1260
1691,72,1,1230
1471,111,1,1200
1457,96,1,1200
1413,52,4,1050
1390,135,1,1110
1380,54,1,1080
1365,31,1,90
1365,63,0,1140
114806,2390,22,810
82345,571,7,840
69594,1161,8,720
68060,1012,2,1200
61105,552,4,1350
60762,703,13,990
60488,682,9,960
59286,678,7,330
57576,2901,23,840
56319,600,34,420
2380,57,4,330
2178,169,2,1320
2058,77,0,1350
1877,113,0,1350
1841,76,0,90
1819,88,0,930
1795,92,0,1080
1767,178,0,990
1741,150,0,870
1735,91,0,240
6737,319,1,90
5326,229,0,0
3330,203,2,1170
3251,94,1,1290
2992,93,0,690
2899,96,3,90
2694,61,0,210
2689,133,0,1170
2566,71,0,1410
2553,263,2,1050
29377,412,3,1110
28805,699,2,1080
27184,301,4,750
23963,254,2,600
23166,226,11,630
23113,342,4,810
23046,163,7,210
23012,274,8,60
22430,321,1,840
22324,265,2,690
18612,152,1,780
8434,168,4,750
7313,81,2,720
6265,34,2,0
6171,53,4,690
6122,63,3,780
6060,93,4,750
5994,78,2,840
5852,35,1,900
5787,70,0,900
94833,4077,41,1140
67571,1231,21,540
54108,2614,15,750
54035,2270,9,810
53792,1546,4,930
52366,1619,14,60
50711,761,15,1110
44686,1110,23,690
43169,747,11,1170
13740,367,4,840
12881,352,7,660
12658,391,8,1260
12556,945,16,0
11235,287,4,0
10706,212,3,1230
10350,169,2,750
10260,246,2,840
10058,442,5,750
9716,410,2,570
20891,361,1,720
16425,78,0,60
15740,106,0,1110
15078,104,0,900
14735,104,1,720
13582,76,2,1050
13529,114,0,720
13474,136,0,0
13026,123,0,1260
12503,97,0,1020
19664,381,5,1110
19173,736,0,1050
17352,713,0,690
17015,445,0,1380
16784,269,1,120
16739,359,1,1140
16182,263,0,210
15365,275,1,90
15237,539,0,750
14935,147,0,1140
3481,80,0,990
2472,120,0,1260
2281,39,1,1200
2140,140,3,540
2009,57,0,960
1999,67,1,1410
1986,34,0,1380
1951,37,1,1350
1879,52,0,240
1731,200,0,1320
48562,1412,3,990
35518,637,4,990
26807,6489,2,1140
26252,526,0,990
24209,987,0,1380
22362,4555,6,1380
20524,1542,2,1320
19636,5039,8,90
19311,831,3,60
28262,712,7,60
6195,138,0,1410
6104,215,4,1080
5335,163,1,1290
5131,222,14,1320
5063,221,0,990
4957,135,9,450
4782,175,3,30
4773,80,0,1410
4729,156,0,1350
5619,672,2,780
5261,385,1,0
3503,344,1,930
2967,475,0,720
2274,222,0,1020
2180,171,0,30
1961,156,0,1290
1683,244,0,720
1682,192,0,630
1680,161,1,750
43104,763,6,690
37907,852,9,1080
37396,917,14,870
36348,303,40,1260
36243,541,5,60
30933,785,8,30
28143,566,16,1110
27867,400,10,1380
25642,967,5,660
24669,398,25,930
27854,515,4,900
26225,666,1,1320
15128,329,2,60
14668,143,2,1290
12792,78,6,270
12434,71,6,690
12412,245,1,930
12167,173,7,870
12053,146,3,1110
11938,108,2,900
19243,232,1,990
19172,865,14,1050
18464,350,1,660
17072,1411,7,720
16152,289,0,1200
15424,293,0,1140
15059,1169,0,1020
14004,618,0,420
13443,1450,1,1110
12477,414,3,510
20825,8,0,960
14633,254,0,960
13646,210,0,1410
11541,138,2,150
11047,133,0,630
9120,314,0,210
8622,329,0,1320
8554,103,0,750
8144,4,0,1410
7518,193,0,90
70980,202,0,150
52320,1752,4,1020
49990,1041,0,1290
33865,582,1,1260
29251,1878,1,1170
28963,1694,0,1140
25043,1259,0,660
24679,822,1,900
24374,739,0,1320
24013,509,0,840
45795,558,2,930
41136,3436,3,960
40849,8145,14,1410
40553,1428,5,390
40153,1349,1,1410
39003,3732,4,390
38897,1697,3,840
35006,2436,0,960
34297,1709,2,750
33857,4299,6,210
17363,1533,0,1080
15461,1317,0,630
14833,3247,0,1230
14143,1952,0,1290
13855,1605,0,1140
11260,2086,0,1110
10504,1079,1,300
9970,730,0,660
9771,571,2,1020
9483,625,4,780
4903,107,2,1200
4810,573,2,180
4737,50,9,1410
3591,60,1,0
25162,645,0,1080
21462,314,0,1320
18782,590,4,990
14492,546,1,750
13896,166,0,1260
13282,165,0,1200
13001,304,2,1110
12075,315,1,930
11860,343,0,570
10973,225,0,1020
27487,1252,6,1080
25872,2969,0,1080
19354,908,0,630
18609,561,2,930
18342,1738,0,1290
17682,1386,0,840
17492,341,3,960
16736,272,1,120
15826,301,0,1020
15709,751,1,690
26772,954,14,840
23085,675,0,630
22423,1103,11,660
18450,418,2,510
17760,206,3,150
17338,629,6,1170
16526,529,7,690
16509,368,6,240
15561,539,0,1410
15518,814,1,690
44494,410,4,480
39910,6033,2,1410
38099,755,3,330
36353,929,1,990
33824,497,18,480
33472,234,5,600
33359,3414,0,30
30975,353,0,870
30624,1204,6,1260
29748,409,9,900
4688,49,0,690
4112,54,1,870
3809,108,13,990
3695,69,2,1230
3485,34,2,840
3431,50,0,780
3316,58,3,540
3237,73,4,630
3092,22,1,1230
3081,64,2,1110
41299,1458,9,1230
35476,577,2,1200
33039,776,2,60
25402,242,8,1140
23696,7383,15,1170
19548,2793,1,1050
19189,1294,0,960
18967,856,1,990
17907,1221,0,1260
17370,404,3,990
87215,1615,13,1080
86824,483,6,1080
83457,816,6,870
78772,409,7,1230
76153,5229,5,1350
75947,694,15,210
75186,2353,14,1110
74710,542,10,1050
71832,704,3,660
71404,731,12,1230
67769,802,54,690
37589,643,6,960
22812,554,7,1320
21652,495,6,30
20175,516,5,960
19741,348,9,1080
18326,255,5,1320
17983,852,0,930
17599,466,0,90
17446,436,0,1140
45129,2187,3,870
34091,2226,0,780
28723,924,1,1320
26248,693,1,210
22502,456,0,1230
20314,673,1,1260
18766,507,1,30
17531,867,3,1200
17471,387,1,1170
15968,1096,1,30
66107,23429,29,1020
52420,3160,16,930
47964,6450,18,1200
46489,9557,0,1080
42220,3959,2,1380
41720,6181,8,90
41007,2421,9,1020
39764,9771,0,120
39670,2805,6,1140
37058,4969,2,120
3266,167,0,840
1676,274,0,1170
1269,28,1,1110
1163,36,7,600
954,193,0,1110
890,257,0,930
759,51,0,1230
737,84,0,600
727,147,0,1170
695,111,0,990
56759,687,20,1410
38239,827,21,810
33934,3,24,30
30163,1038,6,0
28060,950,2,450
22969,621,0,1020
19570,352,3,360
17787,594,1,240
17676,344,2,840
17410,618,1,180
58252,2888,13,840
49596,9375,4,1350
40863,1986,0,1080
39097,6036,4,1200
38678,4257,5,30
36111,3163,3,810
34444,1428,6,570
34011,1205,1,1140
33638,8099,15,630
6146,525,0,930
5343,126,1,630
5338,313,1,1080
5165,216,2,660
5151,294,1,1170
5141,239,2,900
5114,101,0,630
4703,114,1,1230
4672,80,0,1110
4588,413,0,960
63946,1909,15,540
40763,1012,3,420
30345,221,2,600
27414,1242,4,510
26977,933,2,960
26412,898,1,480
24588,563,0,540
23391,556,0,480
22300,419,0,510
21639,1219,0,540
8611,133,0,960
7531,117,0,1110
5244,95,0,1230
5067,121,0,90
4544,78,0,1260
4233,31,0,1260
4053,34,0,990
3755,55,0,30
65986,1240,14,990
58945,1500,9,810
47136,857,5,900
38628,1008,3,1170
38388,881,2,150
36139,1199,1,540
35736,2642,7,900
35675,644,7,600
35163,945,13,720
35020,1098,7,1020
29294,230,0,840
23548,301,0,930
22750,256,0,1230
22612,212,0,1290
21574,424,0,810
21323,242,0,1050
20507,603,0,840
20000,242,0,870
19858,225,0,120
19680,211,0,30
54076,1035,1,900
52158,634,0,750
44244,353,0,870
41444,589,4,780
40428,351,2,390
40353,317,0,510
38033,449,1,930
37929,540,3,1260
36659,330,0,840
35359,166,3,720
59904,351,0,1260
57676,270,10,960
56482,871,8,840
50505,570,2,1020
47975,729,7,1320
47016,336,3,1350
43937,346,1,210
43591,556,4,1320
42701,302,3,1110
42685,432,3,1140
7482,445,7,840
5938,117,1,630
4933,584,5,30
4576,174,3,1020
4460,431,12,840
4000,146,1,1230
3880,238,0,600
3770,147,2,1020
3704,414,2,1170
3643,211,2,780
18161,708,0,1050
15873,314,1,930
15525,188,0,750
11937,366,0,1200
9870,352,0,960
9344,277,2,720
9131,316,0,960
9075,107,0,870
9005,323,0,1080
8992,431,0,1410
10357,749,0,1200
8029,611,0,120
6822,330,0,0
5755,1970,0,150
5697,877,0,930
5049,931,0,900
4844,1217,0,1080
3711,524,0,30
2859,762,0,1290
2489,423,0,1410
35107,782,36,420
29266,616,1,810
18471,417,3,1410
16777,383,13,1110
15957,327,5,120
14231,402,9,150
11379,156,0,450
11237,309,4,660
10795,210,3,1020
10610,346,5,1320
10837,656,2,1110
9785,2026,1,210
9606,694,2,720
9395,392,0,1260
8605,211,0,1260
7136,172,1,120
6265,1103,1,750
5925,1747,2,450
5397,1589,0,1350
4821,969,0,900
3454,153,1,780
1916,465,2,1080
1668,83,2,420
1537,308,0,1200
1465,110,3,210
1346,340,0,1380
1342,311,0,690
1324,216,2,930
1326,84,0,180
1287,326,0,990
218620,2069,25,90
181793,1131,11,1320
173174,2862,15,180
159847,3636,13,1140
152372,2369,3,1140
144171,5960,14,0
142904,1587,4,30
139372,2593,3,270
139296,5410,21,840
138315,2362,17,1290
16759,315,6,1050
16044,448,8,1260
14727,265,2,600
13736,268,3,330
12650,188,7,1230
12457,166,3,1050
11984,244,7,1320
11710,194,1,1350
11096,131,4,1050
19944,67,0,1050
17263,177,0,810
16621,36,0,1080
16446,85,0,990
9561,67,0,1110
8518,26,0,630
8455,56,0,1350
7349,115,0,870
6826,45,0,750
6737,128,0,870
79846,1272,4,1260
43132,200,3,810
42069,675,1,870
40370,494,2,0
36417,328,0,300
32351,195,1,1320
31766,189,4,90
30786,159,6,1200
15590,337,1,1200
13349,312,0,1050
9467,212,0,1140
8589,849,1,1020
8501,982,0,930
8222,350,0,1380
7699,211,1,870
7561,158,38,0
6029,175,1,240
5994,262,0,780
56418,644,37,1020
52665,937,12,840
51442,679,11,840
49252,744,1,720
44370,1144,9,480
41240,638,14,990
40076,1053,1,480
39015,455,4,630
38583,656,1,810
37516,1874,1,330
38072,2363,18,1050
20830,1628,0,1080
11263,510,0,930
9616,386,0,1050
9046,333,0,1260
6255,353,0,240
5568,106,0,870
4072,61,0,330
3815,59,0,750
3707,370,0,900
25791,511,1,840
20610,383,0,270
15994,297,0,60
14766,538,0,1050
14289,185,1,1200
13481,283,0,1200
13015,311,0,600
12318,308,0,1080
12281,274,0,840
11519,298,0,630
24821,1723,7,510
10641,1818,5,1200
9258,1604,3,1230
8950,582,0,780
8896,508,0,930
8887,470,0,1410
8750,1672,2,990
7877,657,0,120
7201,423,0,1230
7169,1650,2,1170
80549,913,2,870
15374,696,10,150
12592,4225,3,780
11352,4966,3,420
8333,676,0,1080
7043,621,0,870
5833,1043,0,1140
5722,989,1,720
5193,554,0,780
4946,1001,0,1080
40788,408,0,210
30601,806,3,30
24594,243,0,750
23827,238,0,1350
22827,454,3,1260
22443,1951,3,570
20827,520,1,1200
20370,544,2,240
20031,1597,6,840
18716,193,0,690
29035,810,15,210
20237,327,7,270
12316,702,7,1410
10939,1231,26,1110
9801,360,5,420
9759,752,4,480
8824,365,7,270
8516,709,4,210
8486,1004,5,30
8305,246,4,300
4710,106,0,1290
4597,363,8,510
4150,365,7,1170
4022,162,8,1260
3963,248,0,780
3931,141,0,1350
3749,165,1,1020
3616,355,1,900
3487,221,4,1350
3403,182,0,30
111045,4352,17,90
89361,3767,12,1170
82837,773,1,90
79526,469,6,930
77575,1347,6,720
76501,1478,10,1230
75511,2771,1,780
71962,1022,0,1260
71243,2016,4,1230
70415,1580,10,1170
11310,262,4,960
9597,297,2,570
8392,323,0,390
8240,120,2,270
7720,631,4,990
7057,338,0,870
6599,112,2,60
6476,229,0,1200
6397,147,0,840
6359,165,1,30
66566,903,20,1050
57556,693,22,1230
54259,1037,19,1140
48801,512,0,1200
48076,1100,1,1290
44332,1028,8,720
39578,594,3,570
39386,1078,0,1200
37065,641,0,630
35343,403,2,210
33571,849,10,720
22619,587,0,810
22318,972,3,30
21912,1510,1,900
20576,1503,2,1200
19666,169,0,690
19283,1315,4,870
18552,1308,6,750
18509,806,4,900
18258,1212,2,810
6568,447,1,720
5242,352,4,1110
4777,234,1,750
4702,481,1,900
4611,206,0,1260
4177,306,2,1380
4084,118,0,1170
3946,193,2,1170
3775,245,0,1290
3688,174,2,690
146979,4924,22,1170
146295,2965,0,1020
106599,9753,24,870
103962,4699,22,1050
102229,4836,11,990
100014,3865,26,630
91547,5769,12,990
90315,4716,19,900
89364,4973,13,90
88039,4511,18,600
31253,363,8,180
27535,366,1,0
25543,254,2,1230
25268,735,6,1170
25020,325,0,1290
23939,255,5,1200
22255,363,1,840
20845,260,0,1080
19690,261,0,990
19502,142,2,1200
3303,404,1,900
2992,54,11,1320
2200,168,1,1350
2064,147,0,960
1735,376,1,1410
1564,384,1,1020
1435,2,0,1410
1379,20,0,1140
1257,136,0,270
1230,251,0,1080
34226,345,1,840
31547,278,4,630
29794,226,5,1080
28606,300,7,690
27664,173,18,720
22272,179,2,1050
22160,113,3,180
20621,264,0,870
20327,65,4,690
19926,227,6,990
8013,141,0,1350
6170,159,0,450
5783,471,1,90
5201,344,0,1050
4771,424,1,840
4607,302,0,960
4472,253,1,930
4191,421,0,1110
4144,315,5,810
4148,1187,2,720
22026,444,7,1170
14163,657,0,1170
9882,278,1,1080
9132,182,0,1380
8210,182,0,510
7704,134,0,1260
7583,103,1,900
7387,176,0,750
6383,215,1,990
6082,193,0,1050
18968,251,1,1200
18670,273,4,1140
16977,220,3,30
16306,177,1,60
16002,1233,0,1200
15718,310,1,1320
15716,260,0,1320
15298,96,2,1410
14776,592,1,1110
14524,107,3,60
