score,comments,crossposts,time_in_minutes
43837,991,6,1020
43348,766,6,120
23454,130,2,1380
22249,263,3,1080
19836,430,1,1140
18315,172,2,1260
16898,272,4,180
16713,109,4,1350
16139,99,2,930
15709,179,1,840
15427,270,2,570
14851,194,7,240
174993,6437,31,1020
165334,3027,15,0
159811,3986,18,930
155642,3068,28,1170
155048,1210,34,750
154614,1626,11,1380
150385,3333,9,900
143974,2216,6,1170
140727,94,20,1080
139784,2295,6,60
41025,425,3,870
32935,460,0,30
30558,396,0,1200
28066,550,0,1260
26632,340,0,960
26410,178,2,1320
25787,438,0,0
25502,554,1,90
24018,264,0,1200
10326,172,0,360
8108,60,0,660
6990,76,1,750
6885,82,2,120
5737,68,0,1170
5497,50,0,780
5336,131,0,390
5299,80,0,780
5225,60,0,990
104628,703,63,960
63079,392,24,1020
59178,673,5,840
57903,438,6,840
49819,327,8,90
49431,352,18,810
48503,597,0,810
48159,320,20,1320
46148,239,16,1140
44984,360,9,900
30326,152,0,300
16211,87880,0,0
12875,1195,0,840
12756,90551,0,210
12661,248,0,1020
11115,300,0,1290
8920,58574,2,780
8794,267,0,870
7570,1009,0,1110
7160,66092,2,180
133950,1325,9,810
108374,1853,26,1140
105441,1133,34,1110
105095,2641,58,750
103383,2113,124,1380
98960,1686,21,150
98438,880,39,660
95988,1111,21,930
95626,1975,6,960
92325,1476,17,90
5929,228,6,930
3477,118,7,1050
3433,138,2,1230
3328,87,2,690
3145,156,4,1320
3139,119,19,1410
3081,124,4,1350
3075,51,3,1350
2868,142,1,1110
2843,168,3,570
34104,234,5,1290
27951,111,5,1290
31661,135,8,630
25618,169,4,420
28985,153,24,810
28481,133,8,1110
26185,70,5,1140
72715,2987,32,1050
70481,2784,15,1200
63201,1415,14,750
63142,1709,11,1380
62202,1119,15,1080
59705,1097,26,180
59442,1063,20,1050
56898,1237,39,510
56368,1596,48,1380
54620,1832,24,0
38551,534,51,1410
28997,1066,1,60
24284,2873,0,900
23954,1229,10,270
22619,2182,0,660
21607,509,4,1200
21140,675,48,240
21003,496,46,1020
20817,676,25,1080
20155,1139,38,1260
17978,152,1,60
14160,212,1,150
13879,132,7,1260
12449,77,6,420
11323,180,1,1110
9900,245,12,1290
9775,24,1,450
8917,90,1,90
8780,78,0,660
8567,87,1,690
73469,1571,11,870
63144,1318,27,840
57756,1213,20,960
55645,1244,29,1290
55273,736,11,930
53755,861,4,930
52028,1279,26,900
50873,773,3,60
50339,1184,13,1110
49986,1239,50,1170
50247,1469,7,840
41768,650,2,1260
39158,252,1,1260
31854,641,5,900
31551,721,3,1080
24150,290,2,1200
23839,268,1,1080
22592,394,1,1110
22360,270,1,1230
20926,443,0,1110
27053,1232,3,60
14623,429,3,840
11234,492,1,660
10896,355,0,960
10848,458,0,1170
10366,499,0,690
10006,324,0,1260
9490,443,0,1110
9404,707,1,990
9349,174,0,180
8267,480,2,600
6489,224,0,960
6245,1139,0,360
5846,1679,0,1230
5759,178,0,1050
5542,297,0,30
5127,419,0,900
4846,724,0,690
4538,900,0,180
4402,462,0,1410
38177,149,8,1110
38448,128,8,1290
42056,355,5,690
79938,1166,8,930
71612,1215,15,810
67388,1448,8,810
63632,182,4,990
63259,2971,8,690
62096,551,0,1020
57399,911,5,780
56958,959,8,1380
56823,774,6,810
53987,191,4,660
43936,1293,28,1080
32195,588,14,1230
27721,1160,5,330
26007,468,17,180
25962,839,22,990
25734,894,13,960
25026,599,4,60
24670,277,0,1110
23838,507,4,1350
40112,1249,3,810
29071,612,1,1020
26415,370,7,0
25070,122,3,1050
23716,790,1,1410
22151,423,1,600
21428,427,5,810
18306,170,2,1410
18229,257,2,60
17903,248,1,1200
13705,664,0,150
12409,583,0,930
9329,129,0,1080
8881,225,0,690
8690,210,1,1110
8588,282,0,840
8324,115,0,750
7929,260,1,810
7872,382,1,870
7782,118,1,690
16397,341,7,720
9783,305,2,1290
8890,723,2,690
7358,362,2,510
7292,304,4,1410
6436,230,1,810
6357,227,4,750
6209,211,0,510
5836,443,3,720
5460,286,5,900
26204,500,5,1350
25619,140,14,1050
25266,196,13,330
24927,165,13,60
24858,222,3,780
24294,220,2,1380
23611,377,7,690
23584,221,7,750
23492,155,6,1200
22064,297,6,1260
150583,1504,21,330
124723,5255,12,1080
124385,2059,18,960
122174,5934,27,840
118214,1349,7,150
112504,4807,5,810
109454,3676,16,810
108121,1114,6,150
98423,2651,33,1380
96838,1742,11,150
94575,2506,10,540
74102,3874,7,90
66018,2268,2,1020
56244,4426,6,540
55076,4918,3,690
54205,5955,6,540
48107,354,0,240
44301,1890,0,1410
44180,3297,2,960
44023,13070,5,990
71711,531,28,450
51380,635,23,840
46405,566,20,870
45849,641,25,1200
43574,635,106,780
41240,555,16,690
38027,508,95,660
36657,649,39,450
36518,434,91,840
34813,604,17,720
70754,1363,12,810
69896,3069,10,0
64528,4357,0,1050
64353,1846,2,780
61436,2432,8,930
60620,4602,26,870
60444,1047,6,330
58656,2993,28,0
58179,2186,1,960
57491,1637,3,930
27807,171,6,150
30067,604,3,1080
29920,1175,1,510
23741,305,2,1260
19739,787,1,930
18595,792,5,600
16857,254,1,360
16620,212,0,1290
15246,365,5,1230
13117,665,0,1020
12551,664,0,330
12323,239,3,690
54181,564,16,1380
51344,976,13,1020
46366,312,26,720
46190,257,4,1050
43988,392,13,1020
40792,415,17,870
40188,316,17,750
40071,460,48,900
37706,109,0,570
36949,298,21,990
31054,311,3,930
30272,288,13,1080
29955,609,5,330
25257,337,2,960
24097,230,10,300
22990,162,11,720
21029,270,23,720
20115,205,8,90
18013,177,8,660
17736,111,5,450
113647,1032,12,630
96025,719,8,750
91441,1785,29,1140
89429,1394,8,840
87132,803,20,30
85423,1877,5,1410
85197,846,43,900
84823,1009,5,1230
83793,794,7,870
81121,2530,24,1050
94280,1473,29,210
69874,1324,33,120
66948,1224,8,1170
65093,2616,20,120
61593,5486,6,990
60272,3327,9,1110
59565,2378,8,1260
55482,749,11,1110
47647,3583,6,1110
47158,2297,9,750
60183,1413,6,1140
49213,1300,14,270
37979,329,6,540
37643,506,10,1170
33473,283,7,810
31773,331,0,990
30853,281,2,1260
29317,242,7,780
29205,556,8,900
28305,478,8,1230
21571,378,5,1080
16023,1521,5,1050
15666,1573,0,1080
13116,1622,0,840
12971,1070,1,810
12008,638,2,390
11784,337,0,120
11388,138,1,1260
11054,143,0,1080
10881,103,2,630
16521,162,9,90
16347,345,0,210
15608,518,1,1260
13463,174,2,0
12603,1507,0,1260
12374,282,0,930
12052,301,5,660
11750,310,0,720
11519,891,0,0
11514,352,2,300
46010,302,10,930
45375,288,3,750
44942,305,0,870
41571,844,1,1050
33718,223,0,1260
32222,372,37,1140
31434,208,1,720
31038,163,0,900
30615,106,3,570
29639,156,1,990
99414,4023,18,540
70538,1975,16,960
65744,2163,33,930
65570,4085,17,690
62579,5052,8,900
61915,1212,34,870
59499,2275,18,720
59209,2584,17,1170
58511,2992,60,660
57166,2898,22,540
10722,915,0,180
6283,110,0,1200
5623,99,0,600
4995,71,0,690
27217,231,22,1380
26330,333,0,1380
21432,157,1,120
20715,130,6,810
18122,112,5,150
16346,201,1,1230
15803,75,3,60
15739,144,6,990
14949,128,0,960
14402,103,5,1020
127030,1118,40,930
113989,1316,5,840
111147,1177,10,0
104981,1486,7,690
104710,1083,32,930
102232,1041,8,810
99241,836,11,660
96917,852,9,630
96185,1339,16,930
95712,737,17,990
71292,3218,11,660
40762,3187,25,960
40383,797,2,360
39949,728,0,90
36175,233,1,240
35746,759,0,810
34630,821,7,870
31254,1146,2,870
30907,534,2,780
28265,717,1,1230
69429,1103,13,1170
37811,767,6,810
36243,493,0,810
35926,591,10,1320
32502,579,0,840
29669,280,3,870
29193,598,5,720
28708,231,3,960
26943,195,1,690
25554,135,0,1170
30510,251,0,840
25099,91,0,630
24068,452,3,930
22507,370,0,840
21549,556,0,60
21004,284,1,1110
20990,171,5,780
19551,396,0,870
17586,231,0,570
16701,193,1,1140
19032,89,9,30
15933,119,3,1410
14395,69,5,870
13560,84,2,1080
10501,90,38,960
9904,291,8,810
8957,144,1,840
8948,42,4,780
8806,133,4,1230
8532,57,2,180
101612,1050,20,900
72976,817,43,840
67173,283,12,930
64532,753,10,690
64007,479,2,1170
57990,569,8,1290
54861,343,8,1380
54528,439,24,0
53099,679,16,120
52366,328,11,60
23331,240,1,1260
20578,111,3,1050
19111,191,1,660
18108,130,1,780
16137,158,6,660
14269,96,0,780
13201,100,0,0
12842,104,0,1050
12501,394,0,690
11980,122,1,990
116147,3768,66,420
111738,3404,20,420
102006,1543,36,330
100594,3017,43,690
96025,2275,17,900
93907,1022,36,900
93758,996,13,210
92912,785,10,420
88978,3545,27,810
88422,1921,60,1380
62584,2125,2,750
60253,403,1,900
56699,1169,14,780
55685,764,2,120
54124,1813,9,1140
52373,960,8,1230
49787,1008,17,1350
49720,786,1,780
49015,1071,1,840
48908,4021,4,810
15784,224,13,930
15720,77,4,1140
11838,207,14,1380
11060,188,5,570
10077,109,0,1410
8978,313,14,630
8749,299,29,240
8684,143,94,840
8513,206,17,450
131955,4253,60,900
99853,1469,59,780
99566,2856,92,1200
74919,1140,33,1200
69681,534,26,120
67538,555,12,1350
66916,547,26,900
62175,938,30,0
61605,1525,86,690
60968,710,51,1380
82517,4206,5,390
69033,1051,2,630
66675,1134,23,780
65876,516,4,1080
63397,1821,5,720
63170,437,2,630
61518,1184,0,780
60895,753,9,1260
59900,252,1,1230
59784,1044,5,810
104909,3013,46,840
84578,685,10,1020
77955,995,43,840
75161,897,52,1020
74552,1866,45,1110
70754,645,40,660
67460,636,13,60
62906,302,22,870
61359,226,15,810
60757,2532,0,90
142903,4266,21,1050
131151,2667,24,540
130170,75,24,420
118746,3339,10,780
115997,1790,13,1200
115774,366,37,930
115220,1651,28,690
112162,2096,12,720
107034,3378,9,1020
106926,3159,6,300
69752,697,1,1290
50791,403,0,150
45779,392,4,1050
45201,252,10,120
44799,286,3,870
43959,516,2,1140
42663,444,4,1050
42320,438,0,1290
40560,403,0,0
130666,1158,7,1020
108096,351,11,1050
104730,529,11,1170
101788,1327,7,1050
100289,752,6,780
100228,440,9,900
99753,433,4,1350
97016,339,18,960
96953,2000,8,690
95075,1538,11,1140
24746,339,4,900
24862,148,2,1080
160254,4483,43,1080
149099,2306,32,1230
144644,2830,18,780
139864,9839,55,1290
133662,5644,40,1200
125004,3878,9,1410
124332,8325,37,720
124147,3943,40,1110
122199,2928,14,990
118566,21003,50,720
27771,182,12,720
20241,155,5,660
19243,262,2,750
18296,120,1,720
17598,162,8,120
17396,172,4,1230
16790,220,2,750
15272,147,4,1380
14954,176,1,1110
14395,155,0,930
37124,532,6,690
50724,384,4,630
39415,116,9,150
38052,377,3,810
37709,232,1,1140
36861,381,6,270
89606,781,78,840
46203,278,1,900
43264,590,0,510
39598,219,1,1410
38609,458,8,660
35250,196,0,630
35013,162,0,750
32851,201,2,150
29953,184,1,120
29294,134,0,450
122309,1514,82,720
103950,1432,27,810
100362,265,17,150
94175,779,13,810
93956,1476,4,1230
92416,489,28,1290
90572,1724,42,30
87999,725,87,30
87433,1618,63,1140
86870,510,159,1320
67258,652,28,870
61232,892,41,120
61008,658,47,1140
60496,206,1,690
59262,709,16,1290
56170,632,5,900
53756,262,7,1230
53610,670,27,750
53457,606,8,960
52950,558,23,240
81996,1421,82,900
80776,514,36,840
70290,401,30,600
68462,1486,88,1350
66893,530,14,810
65985,298,13,840
63705,872,18,1050
63274,546,58,1110
62814,427,25,930
61956,196,9,1380
12310,243,1,510
11756,359,5,990
11301,225,0,1380
11251,174,0,1200
10530,543,1,1020
9762,527,1,870
9478,387,1,210
9427,187,7,1050
9357,343,0,360
9289,275,2,900
86988,6378,10,1260
76015,939,8,960
69251,2691,9,1080
65320,2422,2,900
65040,2601,4,330
62241,4597,6,960
61293,2164,5,1050
60396,3015,10,960
49994,1792,4,540
49561,802,3,210
13753,247,0,1230
9721,231,0,900
8974,454,1,1290
8701,561,2,450
8692,272,0,390
8505,356,0,840
8356,217,2,150
8111,291,4,1290
7993,381,0,1350
7757,1210,1,870
87433,2608,18,900
56492,841,49,1410
56060,3095,11,1320
51739,891,3,810
49643,3154,7,1200
48383,471,11,720
43703,2142,0,60
43371,718,0,1170
41647,1099,12,60
41035,604,0,1260
64251,830,3,900
60568,2656,14,810
57269,2622,4,0
56796,909,1,1140
53797,470,5,900
44992,505,2,60
44107,1070,6,1080
42917,2904,20,780
42674,657,0,1020
41480,624,0,690
29232,282,4,780
20659,186,3,570
19601,117,5,240
19469,228,14,480
18691,122,6,540
18216,282,9,1410
17446,260,14,1230
17105,295,10,840
17001,211,6,1020
16032,84,3,210
124168,416,122,1260
118875,2370,41,1320
115037,847,45,1410
114342,3963,18,930
104687,1358,26,90
104153,1296,23,990
101838,1382,15,1140
100116,1885,21,690
94549,1690,28,1110
93427,898,22,1020
161783,4238,16,60
142623,2763,94,420
129282,2790,33,900
113749,1304,18,1170
111196,1771,119,1080
105428,3552,15,1080
98760,2815,10,720
97769,738,1,60
93476,611,18,810
92403,1093,24,840
60150,465,6,1320
51474,259,1,780
50604,886,4,840
46358,153,6,1110
42987,1965,2,150
41333,414,3,870
40549,624,5,930
40419,243,8,960
40284,244,7,990
37186,619,4,1350
74753,780,7,1020
79657,805,4,1290
27050,189,0,1170
24664,392,1,690
19097,898,1,1110
17337,337,4,1050
17010,345,0,1080
16625,556,2,1350
16276,369,0,780
14862,471,0,840
13819,243,0,1170
13682,506,0,930
53980,11520,7,1380
49375,1048,0,1020
48884,1615,3,1170
39612,1352,2,900
38237,833,1,60
37817,1079,3,1110
37381,1568,5,930
36725,849,5,390
35754,1031,1,990
35448,992,1,930
14429,71,1,150
6074,1895,0,600
5331,226,3,840
4788,575,0,1350
4231,246,0,630
3941,656,0,330
3597,273,0,1260
3562,909,2,60
3463,598,0,390
3354,393,0,1020
20080,236,0,1170
16002,295,3,1380
15706,161,12,930
14334,318,0,1080
14132,73,0,1020
14110,85,0,1410
13676,169,1,990
13606,396,0,120
13043,232,0,990
12832,447,0,1410
15497,47,1,900
14934,299,11,1350
14261,232,1,30
13461,136,3,810
11522,82,0,750
9201,119,0,1050
8908,127,6,930
7466,58,0,780
6869,690,1,1410
6596,54,0,90
62151,1096,9,840
56859,524,29,1350
53363,1197,9,1230
45779,1443,1,990
43818,856,4,810
43523,862,2,840
43481,864,17,900
42201,394,3,930
40458,365,4,810
40288,998,3,1350
97261,3455,68,120
88095,1402,8,630
80526,1181,6,1020
78861,666,14,270
78006,1437,1,1020
74334,3545,11,270
73699,915,3,660
71088,1684,9,840
69222,1484,5,870
68426,2727,4,660
94576,2868,10,360
62789,4302,4,330
59156,982,4,810
47593,592,3,870
46861,731,10,1050
36358,2355,0,390
36050,306,0,1260
34637,558,0,900
34103,391,0,330
33500,528,1,90
122682,1658,139,840
118180,1854,95,570
114551,2585,132,1260
109591,2112,59,840
98321,611,14,870
95032,635,41,150
93744,1046,108,1290
92278,3060,38,1320
92018,856,29,1080
90394,3014,22,1110
72061,225,4,1320
60347,354,3,1380
59237,794,4,210
55742,222,9,990
53292,637,5,1170
52490,283,18,1050
51646,1003,2,630
51401,160,4,840
50260,296,2,900
49402,457,1,960
77404,84,20,870
77005,1727,8,1410
74552,682,8,930
73001,1717,18,570
72553,1190,18,1080
71680,818,31,840
69628,1911,68,1350
65837,794,18,930
65273,784,20,1110
64971,1164,15,930
82099,1901,4,1410
54991,1229,3,750
49829,406,30,990
45508,456,19,1050
44942,324,22,1410
40437,354,41,990
38893,504,8,780
38431,447,16,720
37737,446,29,30
35835,191,12,690
40442,593,67,1050
39721,1712,27,1230
33729,632,9,1140
29696,517,4,240
29483,474,21,1290
28985,571,29,600
28439,251,78,1290
27747,1258,2,120
26472,616,29,60
24092,387,5,1410
9826,311,0,840
7077,229,1,780
6949,81,0,1020
6354,287,3,1380
5836,387,0,1260
5835,74,0,630
5506,90,1,60
4981,35,0,810
4958,74,0,1290
4813,623,1,300
189664,1325,9,1200
172449,946,28,720
169199,800,12,240
155528,1537,62,810
150621,1526,34,900
150188,1265,18,120
147966,1026,17,780
146896,1745,11,60
142579,1381,17,1350
141992,626,22,1380
121848,1393,31,1080
121278,2073,161,1020
110616,1092,16,1080
110551,1163,44,1350
107001,1979,51,720
103177,2419,85,810
102338,846,40,1110
102282,1923,23,1050
98840,2944,124,690
98613,1927,44,1200
199830,1446,4,1110
94799,1792,23,90
88599,23897,11,1080
83449,866,9,1380
80562,399,1,540
74887,511,10,1380
72110,1869,2,1020
71912,2738,4,1200
70784,2053,4,120
70271,5565,8,1110
23697,4021,15,690
12270,3037,4,810
9758,1763,2,960
6804,264,0,1200
5935,93,3,1110
5659,1518,7,840
5575,857,0,990
5508,420,2,1260
5494,480,3,480
5475,1088,0,720
108626,1127,17,120
91533,390,8,1110
85676,512,16,990
79154,1282,10,1260
79081,681,7,330
74657,1258,4,1110
74337,4081,15,750
73106,327,13,1350
72775,665,4,1170
72623,3192,9,1020
99961,2300,5,960
76583,2339,18,810
72423,2309,10,810
69722,1237,2,390
63329,985,8,1110
62213,4815,1,750
60854,4233,6,990
60630,629,9,240
59817,2967,8,780
59423,7344,13,780
187456,9159,66,60
177189,2835,64,570
169937,1730,32,60
162445,11447,54,660
155266,2507,18,1410
154960,5226,113,1410
147757,1424,76,150
141930,2579,41,930
139351,3108,48,1110
138407,1367,35,510
21447,87,3,1380
20263,132,1,900
18165,111,3,1260
15652,195,3,870
15588,75,2,720
15094,134,2,570
14707,52,4,720
14606,46,2,210
14436,74,2,1290
14009,102,2,900
65215,2544,13,960
43018,573,2,930
32374,1878,9,210
30100,687,0,1290
30101,241,3,1320
27152,724,2,870
27141,894,0,30
26604,146,2,840
25639,569,5,900
59876,1355,27,1140
54701,998,8,930
53872,194,3,780
46965,442,7,270
45687,895,13,900
43559,242,2,90
43462,558,8,630
43195,371,23,1380
42328,620,3,1230
41287,657,12,810
210597,6194,16,1260
196933,4226,28,840
170965,4178,7,780
168325,2030,20,1110
166576,2746,5,990
165995,5354,35,1110
161011,3329,11,930
158245,3291,22,360
156507,2200,27,600
154218,1419,13,630
234179,6582,46,810
191882,1721,54,120
166486,1464,23,120
161752,932,7,1110
139832,712,21,1050
138272,851,26,420
134265,685,2,1350
133803,861,6,330
120667,1182,24,60
120178,828,4,1260
76896,269,7,60
72451,347,7,1410
60346,351,9,1110
56883,434,9,180
56075,669,2,930
55889,384,1,750
54377,278,0,750
53319,1148,2,930
51277,1313,3,1260
50997,372,7,960
53080,916,3,270
50278,3948,3,270
46884,971,4,570
42999,443,1,1380
41980,1811,5,840
38291,275,2,930
37696,1710,2,1350
36757,906,0,1020
36032,426,2,810
34354,140,6,600
15416,522,0,1410
14402,224,3,960
13085,148,0,1020
12565,767,1,210
8350,237,6,1080
7803,233,0,900
7109,262,0,120
6934,149,0,1350
6936,145,0,1320
6787,75,1,1290
47342,1905,0,900
47256,1694,18,60
44747,1943,0,1290
44523,3358,19,930
43658,1502,0,690
43186,3408,0,960
41991,1531,0,1200
41056,1371,2,90
39678,2828,0,930
39393,2563,0,780
86454,4139,11,510
84940,2248,24,900
79064,1925,30,540
77024,981,16,630
71474,1056,7,690
68726,809,18,1200
68068,1277,18,510
66912,3297,4,480
65798,2493,18,960
63337,990,20,1200
63555,1215,0,1110
51837,2012,0,720
51557,1746,1,1410
48312,1674,0,780
45719,590,6,90
40502,1799,1,1230
39830,1495,0,750
39551,1596,1,870
39312,814,0,1350
37452,1810,2,690
53290,513,6,1080
45573,611,8,1080
42773,625,4,1080
39905,408,2,360
37933,261,3,1020
35878,274,4,1080
34951,222,8,870
34461,459,2,930
32454,304,4,690
32236,126,5,930
67060,413,6,1110
59507,237,4,1020
59149,303,3,600
56328,222,4,1260
55787,258,8,780
55406,251,4,1170
53259,244,2,570
53234,270,6,480
53216,150,2,1080
52126,163,1,870
51742,591,11,810
50815,415,5,990
37750,168,0,840
37596,189,11,1020
33171,412,2,690
32297,246,2,960
30256,505,5,720
28488,373,2,1380
26951,199,4,540
26931,199,5,90
31467,180,5,960
30564,210,0,1350
28568,236,1,1170
27173,236,1,120
27076,151,1,840
25903,498,2,30
25430,285,2,780
25319,190,0,450
21676,126,2,150
21229,116,8,570
55882,1253,6,1200
34360,514,4,1080
30538,1386,20,930
29560,515,1,780
29103,390,5,240
27937,602,6,1320
27613,1242,7,870
27379,664,47,990
26327,647,0,660
25579,548,1,990
181060,3869,26,720
165758,1645,25,1290
146740,2649,15,930
132823,2496,14,630
121828,698,34,480
116031,415,6,360
113756,1710,8,1260
102605,377,3,990
101713,570,0,720
100822,8621,11,120
106401,1386,2,120
105873,1891,12,1020
99629,2995,19,1050
94503,1501,2,900
92837,1645,2,1110
92449,2108,13,840
92398,1203,8,210
91640,1501,8,840
91617,1890,6,720
91555,3286,13,120
43102,963,9,1260
36297,466,16,60
35328,513,4,870
34250,697,5,360
32968,553,5,990
30403,327,60,30
29415,747,16,450
29170,332,11,450
27406,301,7,1230
27205,629,6,840
80117,1212,10,480
79186,202,0,0
77231,1437,10,1380
68632,1250,50,510
68237,743,3,1050
63488,1497,94,150
63162,472,7,570
63106,967,26,240
62073,503,10,1020
61855,386,5,1020
70937,2768,32,870
63814,1014,15,210
60318,552,5,930
59305,933,15,1110
56274,3098,1,930
55977,1088,18,810
53246,781,17,90
53014,767,4,990
51215,4221,9,900
50273,1020,7,1110
68473,5969,1,960
54801,44610,0,1260
50100,1640,0,1170
48438,2649,0,390
31755,765,0,1410
21680,423,0,990
21258,475,0,1110
20373,363,2,1050
15378,402,0,1380
14150,91,0,630
71518,1292,9,1230
70049,1775,63,540
58692,386,15,810
57639,99,24,960
55509,696,4,810
51156,333,3,930
50553,821,43,0
50383,444,24,1080
49906,594,15,810
48067,213,8,120
